"","precinct","office","party_detailed","party_simplified","votes","county_name","county_fips","jurisdiction_name","candidate","year","stage","state","special","writein","date"
"5526","Concord-14","US PRESIDENT","DEMOCRAT","DEMOCRAT",69,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5527","Concord-14","US PRESIDENT","OTHER","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5528","Concord-14","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5529","Concord-14","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5530","Concord-14","US PRESIDENT","WE THE PEOPLE","OTHER",1,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5531","Concord-14","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5532","Concord-14","US PRESIDENT","OTHER","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5533","Concord-14","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5534","Concord-14","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5535","Concord-15","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5536","Concord-15","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5537","Concord-15","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5538","Concord-15","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5539","Concord-15","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5540","Concord-15","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5541","Concord-15","US PRESIDENT","REPUBLICAN","REPUBLICAN",56,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5542","Concord-15","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5543","Concord-15","US PRESIDENT","DEMOCRAT","DEMOCRAT",214,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5544","Concord-15","US PRESIDENT","OTHER","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5545","Concord-15","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5546","Concord-15","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5547","Concord-15","US PRESIDENT","WE THE PEOPLE","OTHER",3,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5548","Concord-15","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5549","Concord-15","US PRESIDENT","OTHER","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5550","Concord-15","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5551","Concord-15","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5552","Concord-16","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5553","Concord-16","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5554","Concord-16","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",4,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5555","Concord-16","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5556","Concord-16","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5557","Concord-16","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5558","Concord-16","US PRESIDENT","REPUBLICAN","REPUBLICAN",129,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5559","Concord-16","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5560","Concord-16","US PRESIDENT","DEMOCRAT","DEMOCRAT",266,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5561","Concord-16","US PRESIDENT","OTHER","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5562","Concord-16","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5563","Concord-16","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5564","Concord-16","US PRESIDENT","WE THE PEOPLE","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5565","Concord-16","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5566","Concord-16","US PRESIDENT","OTHER","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5567","Concord-16","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5568","Concord-16","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5569","Concord-17","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5570","Concord-17","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5571","Concord-17","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5572","Concord-17","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5573","Concord-17","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5574","Concord-17","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5575","Concord-17","US PRESIDENT","REPUBLICAN","REPUBLICAN",402,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5576","Concord-17","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5577","Concord-17","US PRESIDENT","DEMOCRAT","DEMOCRAT",255,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5578","Concord-17","US PRESIDENT","OTHER","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5579","Concord-17","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5580","Concord-17","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",1,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5581","Concord-17","US PRESIDENT","WE THE PEOPLE","OTHER",2,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5582","Concord-17","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5583","Concord-17","US PRESIDENT","OTHER","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5584","Concord-17","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5585","Concord-17","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5586","Concord-18","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5587","Concord-18","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5588","Concord-18","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",4,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5589","Concord-18","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5590","Concord-18","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5591","Concord-18","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5592","Concord-18","US PRESIDENT","REPUBLICAN","REPUBLICAN",303,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5593","Concord-18","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5594","Concord-18","US PRESIDENT","DEMOCRAT","DEMOCRAT",161,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5595","Concord-18","US PRESIDENT","OTHER","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5596","Concord-18","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5597","Concord-18","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5598","Concord-18","US PRESIDENT","WE THE PEOPLE","OTHER",4,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5599","Concord-18","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5600","Concord-18","US PRESIDENT","OTHER","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5601","Concord-18","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5602","Concord-18","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5603","Concord-19","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5604","Concord-19","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5605","Concord-19","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",5,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5606","Concord-19","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5607","Concord-19","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",1,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5608","Concord-19","US PRESIDENT","INDEPENDENT","OTHER",1,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5609","Concord-19","US PRESIDENT","REPUBLICAN","REPUBLICAN",224,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5610","Concord-19","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5611","Concord-19","US PRESIDENT","DEMOCRAT","DEMOCRAT",147,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5612","Concord-19","US PRESIDENT","OTHER","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5613","Concord-19","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5614","Concord-19","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5615","Concord-19","US PRESIDENT","WE THE PEOPLE","OTHER",5,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5616","Concord-19","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5617","Concord-19","US PRESIDENT","OTHER","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5618","Concord-19","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5619","Concord-19","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5620","Concord-20","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5621","Concord-20","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5622","Concord-20","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",4,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5623","Concord-20","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5624","Concord-20","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5625","Concord-20","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5626","Concord-20","US PRESIDENT","REPUBLICAN","REPUBLICAN",332,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5627","Concord-20","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5628","Concord-20","US PRESIDENT","DEMOCRAT","DEMOCRAT",124,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5629","Concord-20","US PRESIDENT","OTHER","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5630","Concord-20","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5631","Concord-20","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5632","Concord-20","US PRESIDENT","WE THE PEOPLE","OTHER",3,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5633","Concord-20","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5634","Concord-20","US PRESIDENT","OTHER","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5635","Concord-20","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5636","Concord-20","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5637","Concord-21","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5638","Concord-21","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5639","Concord-21","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",2,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5640","Concord-21","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5641","Concord-21","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5642","Concord-21","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5643","Concord-21","US PRESIDENT","REPUBLICAN","REPUBLICAN",257,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"5644","Concord-21","US PRESIDENT","INDEPENDENT","OTHER",0,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"5645","Concord-21","US PRESIDENT","DEMOCRAT","DEMOCRAT",298,"NORTHRIDGE COUNTY",18289,"NORTHRIDGE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
